protein_id	gene_id	gene_symbol
FBpp0083798	FBgn0051365	CG31365
FBpp0078042	FBgn0026371	SAK
FBpp0091064	FBgn0053818	His3:CG33818
FBpp0428170	FBgn0013810	Dhc36C
FBpp0293284	FBgn0013810	Dhc36C
FBpp0075331	FBgn0036529	Pgant8
FBpp0099414	FBgn0054003	NimB3
FBpp0288875	FBgn0030259	CG1545
FBpp0088818	FBgn0260859	Bet3
FBpp0082258	FBgn0051337	CG31337
FBpp0288866	FBgn0083956	ldd
FBpp0110124	FBgn0083956	ldd
FBpp0110123	FBgn0083956	ldd
FBpp0309770	FBgn0083956	ldd
FBpp0070748	FBgn0026702	Pop1
FBpp0402855	FBgn0284083	CG46305
FBpp0402854	FBgn0284083	CG46305
FBpp0301831	FBgn0033373	Nadk2
FBpp0301830	FBgn0033373	Nadk2
FBpp0301828	FBgn0033373	Nadk2
FBpp0301829	FBgn0033373	Nadk2
FBpp0087714	FBgn0033373	Nadk2
FBpp0310827	FBgn0259720	CG42374
FBpp0289252	FBgn0259720	CG42374
FBpp0307682	FBgn0030996	CG14194
FBpp0074442	FBgn0030996	CG14194
FBpp0423065	FBgn0051664	CG31664
FBpp0423066	FBgn0051664	CG31664
FBpp0291573	FBgn0000229	bsk
FBpp0079676	FBgn0000229	bsk
FBpp0290204	FBgn0000229	bsk
FBpp0297756	FBgn0263021	CG43316
FBpp0312461	FBgn0263117	CG34377
FBpp0303414	FBgn0263117	CG34377
FBpp0311485	FBgn0263117	CG34377
FBpp0111522	FBgn0263117	CG34377
FBpp0300318	FBgn0263117	CG34377
FBpp0078182	FBgn0037188	CG7369
FBpp0071244	FBgn0030105	CG15369
FBpp0311992	FBgn0030105	CG15369
FBpp0087414	FBgn0033515	Ir47a
FBpp0099512	FBgn0020493	Dad
FBpp0082835	FBgn0020493	Dad
FBpp0082834	FBgn0020493	Dad
FBpp0428153	FBgn0020493	Dad
FBpp0087929	FBgn0033238	azot
FBpp0289450	FBgn0053299	CG33299
FBpp0292878	FBgn0053299	CG33299
FBpp0291002	FBgn0043865	SA2
FBpp0310520	FBgn0040493	grsm
FBpp0082198	FBgn0040493	grsm
FBpp0075406	FBgn0036482	CG13457
FBpp0075407	FBgn0036482	CG13457
FBpp0070158	FBgn0040341	CG11664
FBpp0079162	FBgn0031979	CCDC53
FBpp0294003	FBgn0031331	CG5440
FBpp0310385	FBgn0031331	CG5440
FBpp0401440	FBgn0283432	SdicA
FBpp0077026	FBgn0031097	obst-A
FBpp0297663	FBgn0031097	obst-A
FBpp0081933	FBgn0051363	Jupiter
FBpp0307219	FBgn0051363	Jupiter
FBpp0081932	FBgn0051363	Jupiter
FBpp0081930	FBgn0051363	Jupiter
FBpp0081929	FBgn0051363	Jupiter
FBpp0081931	FBgn0051363	Jupiter
FBpp0081928	FBgn0051363	Jupiter
FBpp0304084	FBgn0037736	side-VII
FBpp0081648	FBgn0037736	side-VII
FBpp0293361	FBgn0262482	CG43072
FBpp0308584	FBgn0031191	Cp110
FBpp0308585	FBgn0031191	Cp110
FBpp0100113	FBgn0031191	Cp110
FBpp0077044	FBgn0031191	Cp110
FBpp0100111	FBgn0031191	Cp110
FBpp0302623	FBgn0031191	Cp110
FBpp0100112	FBgn0031191	Cp110
FBpp0077045	FBgn0031191	Cp110
FBpp0307943	FBgn0051279	CG31279
FBpp0290649	FBgn0051279	CG31279
FBpp0302577	FBgn0051279	CG31279
FBpp0307942	FBgn0051279	CG31279
FBpp0302576	FBgn0051279	CG31279
FBpp0290648	FBgn0051279	CG31279
FBpp0110482	FBgn0041004	CG17715
FBpp0110471	FBgn0041004	CG17715
FBpp0110454	FBgn0041004	CG17715
FBpp0110525	FBgn0041004	CG17715
FBpp0297504	FBgn0041004	CG17715
FBpp0297505	FBgn0041004	CG17715
FBpp0110451	FBgn0041004	CG17715
FBpp0110443	FBgn0041004	CG17715
FBpp0303324	FBgn0005596	yem
FBpp0084784	FBgn0005596	yem
FBpp0077757	FBgn0031249	CG11911
FBpp0312226	FBgn0037249	eIF3a
FBpp0078584	FBgn0037249	eIF3a
FBpp0072420	FBgn0024806	DIP2
FBpp0304418	FBgn0024806	DIP2
FBpp0304419	FBgn0024806	DIP2
FBpp0293868	FBgn0024806	DIP2
FBpp0304420	FBgn0024806	DIP2
FBpp0071955	FBgn0034840	CG3124
FBpp0309888	FBgn0034840	CG3124
FBpp0081987	FBgn0037963	Cad87A
FBpp0308607	FBgn0051864	Qtzl
FBpp0079872	FBgn0051864	Qtzl
FBpp0079754	FBgn0000146	aub
FBpp0111705	FBgn0000146	aub
FBpp0088020	FBgn0033199	CG17985
FBpp0070661	FBgn0025613	CG3081
FBpp0310224	FBgn0025613	CG3081
FBpp0072903	FBgn0035413	CG14958
FBpp0293647	FBgn0262587	CG43124
FBpp0309594	FBgn0034528	CG11180
FBpp0085566	FBgn0034528	CG11180
FBpp0086643	FBgn0033942	Cpr51A
FBpp0070474	FBgn0250874	ttm50
FBpp0312448	FBgn0250874	ttm50
FBpp0271700	FBgn0039510	CG3339
FBpp0305368	FBgn0265974	ttv
FBpp0086624	FBgn0265974	ttv
FBpp0305367	FBgn0265974	ttv
FBpp0423167	FBgn0265974	ttv
FBpp0307847	FBgn0030163	CG1791
FBpp0071364	FBgn0030163	CG1791
FBpp0111881	FBgn0030163	CG1791
FBpp0078441	FBgn0037322	Or83a
FBpp0312367	FBgn0267433	kl-5
FBpp0289800	FBgn0034181	Paip1
FBpp0086168	FBgn0034181	Paip1
FBpp0309119	FBgn0034181	Paip1
FBpp0086167	FBgn0034181	Paip1
FBpp0087897	FBgn0033260	Cul4
FBpp0290569	FBgn0033260	Cul4
FBpp0288424	FBgn0042126	CG18788
FBpp0088505	FBgn0000083	AnxB9
FBpp0307769	FBgn0000083	AnxB9
FBpp0088506	FBgn0000083	AnxB9
FBpp0088985	FBgn0000083	AnxB9
FBpp0088986	FBgn0000083	AnxB9
FBpp0307770	FBgn0000083	AnxB9
FBpp0288423	FBgn0034085	Ptp52F
FBpp0085693	FBgn0034422	CG7137
FBpp0311211	FBgn0036714	CG7692
FBpp0074977	FBgn0036714	CG7692
FBpp0312458	FBgn0036714	CG7692
FBpp0304229	FBgn0036714	CG7692
FBpp0086012	FBgn0034251	ND-51L1
FBpp0304201	FBgn0036974	eRF1
FBpp0077835	FBgn0036974	eRF1
FBpp0077832	FBgn0036974	eRF1
FBpp0077834	FBgn0036974	eRF1
FBpp0077833	FBgn0036974	eRF1
FBpp0077831	FBgn0036974	eRF1
FBpp0304202	FBgn0036974	eRF1
FBpp0077836	FBgn0036974	eRF1
FBpp0401449	FBgn0283440	solo
FBpp0401448	FBgn0283440	solo
FBpp0080510	FBgn0032620	CG12288
FBpp0073889	FBgn0022710	Ac13E
FBpp0099492	FBgn0022710	Ac13E
FBpp0304773	FBgn0022710	Ac13E
FBpp0423396	FBgn0286977	Osi10b
FBpp0077867	FBgn0037009	CG5104
FBpp0083337	FBgn0051200	CG31200
FBpp0077436	FBgn0031409	CG4271
FBpp0309592	FBgn0034543	galla-1
FBpp0311509	FBgn0034543	galla-1
FBpp0085549	FBgn0034543	galla-1
FBpp0311508	FBgn0034543	galla-1
FBpp0078631	FBgn0031655	Marcal1
FBpp0073162	FBgn0035551	CG7465
FBpp0074595	FBgn0260397	Su(var)3-3
FBpp0304939	FBgn0260397	Su(var)3-3
FBpp0074594	FBgn0260397	Su(var)3-3
FBpp0075599	FBgn0036353	CG10171
FBpp0075598	FBgn0036353	CG10171
FBpp0311135	FBgn0266591	CG45116
FBpp0083282	FBgn0038775	CG17199
FBpp0310477	FBgn0260794	ctrip
FBpp0290652	FBgn0260794	ctrip
FBpp0310479	FBgn0260794	ctrip
FBpp0306924	FBgn0260794	ctrip
FBpp0292918	FBgn0260794	ctrip
FBpp0292915	FBgn0260794	ctrip
FBpp0306923	FBgn0260794	ctrip
FBpp0292920	FBgn0260794	ctrip
FBpp0292914	FBgn0260794	ctrip
FBpp0310478	FBgn0260794	ctrip
FBpp0292917	FBgn0260794	ctrip
FBpp0311131	FBgn0036860	CG14086
FBpp0071128	FBgn0017566	ND-75
FBpp0071129	FBgn0017566	ND-75
FBpp0078251	FBgn0037419	Osi12
FBpp0290889	FBgn0003656	sws
FBpp0071077	FBgn0003656	sws
FBpp0071078	FBgn0003656	sws
FBpp0428171	FBgn0026756	Ugt37A1
FBpp0300194	FBgn0052506	tbc
FBpp0309347	FBgn0052506	tbc
FBpp0085448	FBgn0033085	CG15908
FBpp0072174	FBgn0005636	nvy
FBpp0303461	FBgn0005636	nvy
FBpp0303462	FBgn0005636	nvy
FBpp0303460	FBgn0005636	nvy
FBpp0301834	FBgn0032387	CG16965
FBpp0073900	FBgn0026666	MagR
FBpp0304862	FBgn0026666	MagR
FBpp0087091	FBgn0027495	Smyd4-4
FBpp0081870	FBgn0037908	dpr5
FBpp0081871	FBgn0037908	dpr5
FBpp0112397	FBgn0083979	Ir10a
FBpp0086128	FBgn0034184	CG9646
FBpp0309118	FBgn0034184	CG9646
FBpp0074147	FBgn0030770	CG13010
FBpp0306685	FBgn0005585	Calr
FBpp0081581	FBgn0005585	Calr
FBpp0086257	FBgn0013763	Idgf6
FBpp0309072	FBgn0013763	Idgf6
FBpp0112239	FBgn0040397	CG3655
FBpp0070174	FBgn0040397	CG3655
FBpp0303758	FBgn0040397	CG3655
FBpp0303757	FBgn0040397	CG3655
FBpp0297826	FBgn0263050	CG43345
FBpp0312180	FBgn0263050	CG43345
FBpp0074465	FBgn0030995	CG7914
FBpp0080769	FBgn0010097	gammaTub37C
FBpp0304827	FBgn0010097	gammaTub37C
FBpp0077326	FBgn0260639	gammaTub23C
FBpp0297242	FBgn0265266	CG13639
FBpp0074949	FBgn0036745	CG7484
FBpp0423328	FBgn0286941	CG46435
FBpp0081174	FBgn0037448	CG15186
FBpp0300400	FBgn0037448	CG15186
FBpp0308432	FBgn0037448	CG15186
FBpp0300398	FBgn0037448	CG15186
FBpp0308433	FBgn0037448	CG15186
FBpp0310673	FBgn0037448	CG15186
FBpp0310674	FBgn0037448	CG15186
FBpp0081172	FBgn0037448	CG15186
FBpp0300399	FBgn0037448	CG15186
FBpp0081173	FBgn0037448	CG15186
FBpp0308434	FBgn0037448	CG15186
FBpp0311037	FBgn0037448	CG15186
FBpp0304115	FBgn0030050	CG12111
FBpp0071176	FBgn0030050	CG12111
FBpp0091100	FBgn0053854	His3:CG33854
FBpp0089139	FBgn0030719	eIF5
FBpp0073948	FBgn0030719	eIF5
FBpp0073947	FBgn0030719	eIF5
FBpp0089140	FBgn0030719	eIF5
FBpp0089138	FBgn0030719	eIF5
FBpp0089136	FBgn0030719	eIF5
FBpp0089137	FBgn0030719	eIF5
FBpp0305673	FBgn0004915	TfIIB
FBpp0079615	FBgn0004915	TfIIB
FBpp0072054	FBgn0034936	Stoml2
FBpp0304305	FBgn0034936	Stoml2
FBpp0084740	FBgn0039637	Ctl2
FBpp0084741	FBgn0039637	Ctl2
FBpp0084742	FBgn0039637	Ctl2
FBpp0310813	FBgn0266446	CG45076
FBpp0310814	FBgn0266446	CG45076
FBpp0310815	FBgn0266446	CG45076
FBpp0310812	FBgn0266446	CG45076
FBpp0087483	FBgn0033475	CG12129
FBpp0300673	FBgn0035495	CG14989
FBpp0311358	FBgn0035495	CG14989
FBpp0300674	FBgn0035495	CG14989
FBpp0300675	FBgn0035495	CG14989
FBpp0080708	FBgn0002031	Phb1
FBpp0080707	FBgn0002031	Phb1
FBpp0312093	FBgn0002031	Phb1
FBpp0293182	FBgn0262359	CG43057
FBpp0304644	FBgn0262359	CG43057
FBpp0080042	FBgn0032503	CG16825
FBpp0302873	FBgn0032503	CG16825
FBpp0091023	FBgn0053757	CG33757
FBpp0085919	FBgn0265297	pAbp
FBpp0085917	FBgn0265297	pAbp
FBpp0085915	FBgn0265297	pAbp
FBpp0074997	FBgn0027660	blot
FBpp0074996	FBgn0027660	blot
FBpp0074995	FBgn0027660	blot
FBpp0308930	FBgn0027660	blot
FBpp0074994	FBgn0027660	blot
FBpp0085333	FBgn0040502	CG8343
FBpp0078386	FBgn0051546	CG31546
FBpp0079881	FBgn0032406	CG14947
FBpp0072300	FBgn0035085	CG3770
FBpp0310107	FBgn0035085	CG3770
FBpp0072262	FBgn0035006	CG4563
FBpp0303068	FBgn0038740	Mrp5
FBpp0303067	FBgn0038740	Mrp5
FBpp0112162	FBgn0038740	Mrp5
FBpp0083268	FBgn0038740	Mrp5
FBpp0303069	FBgn0038740	Mrp5
FBpp0082240	FBgn0086371	Elp6
FBpp0292357	FBgn0086371	Elp6
FBpp0310182	FBgn0002723	Met
FBpp0073368	FBgn0002723	Met
FBpp0099994	FBgn0260006	drd
FBpp0311766	FBgn0011761	dhd
FBpp0070717	FBgn0011761	dhd
FBpp0303153	FBgn0038063	Octbeta2R
FBpp0293386	FBgn0038063	Octbeta2R
FBpp0293385	FBgn0038063	Octbeta2R
FBpp0099980	FBgn0038063	Octbeta2R
FBpp0293384	FBgn0038063	Octbeta2R
FBpp0312480	FBgn0038063	Octbeta2R
FBpp0080844	FBgn0053117	TotE
FBpp0083319	FBgn0038810	Srp72
FBpp0310151	FBgn0266099	CG44836
FBpp0310152	FBgn0266099	CG44836
FBpp0078786	FBgn0002855	Acp26Aa
FBpp0082563	FBgn0038330	CG14868
FBpp0087471	FBgn0000715	FMRFa
FBpp0292201	FBgn0261698	SLO2
FBpp0292200	FBgn0261698	SLO2
FBpp0302905	FBgn0261698	SLO2
FBpp0302908	FBgn0261698	SLO2
FBpp0297088	FBgn0261698	SLO2
FBpp0292199	FBgn0261698	SLO2
FBpp0302970	FBgn0261698	SLO2
FBpp0303466	FBgn0261698	SLO2
FBpp0292202	FBgn0261698	SLO2
FBpp0086594	FBgn0033969	Pgm2b
FBpp0078165	FBgn0037169	CG11404
FBpp0304163	FBgn0037169	CG11404
FBpp0300865	FBgn0034636	twz
FBpp0071609	FBgn0034636	twz
FBpp0310226	FBgn0262734	eIF4H1
FBpp0089381	FBgn0262734	eIF4H1
FBpp0310225	FBgn0262734	eIF4H1
FBpp0074056	FBgn0262734	eIF4H1
FBpp0074055	FBgn0262734	eIF4H1
FBpp0078914	FBgn0031799	Pez
FBpp0303668	FBgn0031799	Pez
FBpp0082362	FBgn0051326	CG31326
FBpp0086549	FBgn0033993	CG8089
FBpp0293879	FBgn0040629	CAH5
FBpp0073296	FBgn0030274	Lint-1
FBpp0309787	FBgn0030274	Lint-1
FBpp0304130	FBgn0030274	Lint-1
FBpp0304129	FBgn0030274	Lint-1
FBpp0307719	FBgn0033117	CG3358
FBpp0307720	FBgn0033117	CG3358
FBpp0298012	FBgn0033117	CG3358
FBpp0087349	FBgn0053144	CG33144
FBpp0291679	FBgn0053144	CG33144
FBpp0077514	FBgn0040715	CG15386
FBpp0075943	FBgn0014368	nol
FBpp0084184	FBgn0039297	Jhbp7
FBpp0086120	FBgn0034179	CG6805
FBpp0297529	FBgn0034179	CG6805
FBpp0084491	FBgn0039498	CG17991
FBpp0311873	FBgn0030037	Miga
FBpp0071189	FBgn0030037	Miga
FBpp0289612	FBgn0030037	Miga
FBpp0088538	FBgn0032388	CG6686
FBpp0088537	FBgn0032388	CG6686
FBpp0290394	FBgn0032388	CG6686
FBpp0075719	FBgn0036279	Ncc69
FBpp0305974	FBgn0036279	Ncc69
FBpp0305973	FBgn0036279	Ncc69
FBpp0305975	FBgn0036279	Ncc69
FBpp0305972	FBgn0036279	Ncc69
FBpp0305976	FBgn0036279	Ncc69
FBpp0079876	FBgn0010497	dmGlut
FBpp0077221	FBgn0015663	Ugt36A1
FBpp0308647	FBgn0015663	Ugt36A1
FBpp0307010	FBgn0039114	Lsd-1
FBpp0083846	FBgn0039114	Lsd-1
FBpp0083848	FBgn0039114	Lsd-1
FBpp0083847	FBgn0039114	Lsd-1
FBpp0072321	FBgn0043792	CG30427
FBpp0072320	FBgn0043792	CG30427
FBpp0290178	FBgn0043792	CG30427
FBpp0072319	FBgn0043792	CG30427
FBpp0072322	FBgn0043792	CG30427
FBpp0290179	FBgn0043792	CG30427
FBpp0301183	FBgn0043792	CG30427
FBpp0083410	FBgn0038851	dmrt93B
FBpp0082895	FBgn0038516	P5cr-2
FBpp0302817	FBgn0038516	P5cr-2
FBpp0082896	FBgn0038516	P5cr-2
FBpp0302816	FBgn0038516	P5cr-2
FBpp0390658	FBgn0266173	pre-mod(mdg4)-K
FBpp0310314	FBgn0266173	pre-mod(mdg4)-K
FBpp0071321	FBgn0052698	CARPB
FBpp0307860	FBgn0052698	CARPB
FBpp0298824	FBgn0052698	CARPB
FBpp0311998	FBgn0052698	CARPB
FBpp0070574	FBgn0021738	Crg-1
FBpp0304086	FBgn0027539	lili
FBpp0084114	FBgn0027539	lili
FBpp0079593	FBgn0032231	CG5056
FBpp0082385	FBgn0051321	CG31321
FBpp0079528	FBgn0032178	Spn31A
FBpp0086317	FBgn0287825	Vha44
FBpp0086319	FBgn0287825	Vha44
FBpp0288471	FBgn0287825	Vha44
FBpp0086320	FBgn0287825	Vha44
FBpp0288470	FBgn0287825	Vha44
FBpp0089324	FBgn0003388	shd
FBpp0293243	FBgn0003388	shd
FBpp0305245	FBgn0003388	shd
FBpp0082066	FBgn0038046	CG5641
FBpp0084543	FBgn0039509	bigmax
FBpp0100185	FBgn0013685	mt:ND6
FBpp0292106	FBgn0261674	CG42709
FBpp0292105	FBgn0261674	CG42709
FBpp0292107	FBgn0261674	CG42709
FBpp0310627	FBgn0261674	CG42709
FBpp0290599	FBgn0000451	ect
FBpp0303941	FBgn0000451	ect
FBpp0076034	FBgn0000451	ect
FBpp0076036	FBgn0000451	ect
FBpp0308931	FBgn0000451	ect
FBpp0082243	FBgn0038134	wntD
FBpp0077936	FBgn0037019	Pex16
FBpp0078596	FBgn0027866	CG9776
FBpp0078595	FBgn0027866	CG9776
FBpp0089099	FBgn0028879	wwk
FBpp0304489	FBgn0028879	wwk
FBpp0311119	FBgn0028879	wwk
FBpp0311120	FBgn0028879	wwk
FBpp0080263	FBgn0028879	wwk
FBpp0298821	FBgn0028879	wwk
FBpp0309358	FBgn0052647	CG32647
FBpp0073536	FBgn0052647	CG32647
FBpp0311955	FBgn0052647	CG32647
FBpp0073535	FBgn0052647	CG32647
FBpp0289795	FBgn0001142	Gs1
FBpp0077774	FBgn0001142	Gs1
FBpp0077773	FBgn0001142	Gs1
FBpp0293833	FBgn0262613	CG43139
FBpp0293834	FBgn0262613	CG43139
FBpp0077473	FBgn0014010	Rab5
FBpp0303520	FBgn0014010	Rab5
FBpp0303518	FBgn0014010	Rab5
FBpp0077474	FBgn0014010	Rab5
FBpp0077471	FBgn0014010	Rab5
FBpp0077470	FBgn0014010	Rab5
FBpp0303519	FBgn0014010	Rab5
FBpp0077472	FBgn0014010	Rab5
FBpp0077475	FBgn0014010	Rab5
FBpp0077719	FBgn0004583	ex
FBpp0302878	FBgn0004583	ex
FBpp0079337	FBgn0052987	CG32987
FBpp0074634	FBgn0036941	CG7335
FBpp0086136	FBgn0000078	Amy-d
FBpp0402853	FBgn0284082	CG46304
FBpp0087905	FBgn0033221	CG12825
FBpp0077727	FBgn0031265	CG2794
FBpp0423088	FBgn0035216	CG9168
FBpp0079907	FBgn0000588	esc
FBpp0088034	FBgn0033186	CG1602
FBpp0303014	FBgn0085409	smal
FBpp0111529	FBgn0085409	smal
FBpp0303015	FBgn0085409	smal
FBpp0309864	FBgn0053517	Dop2R
FBpp0309865	FBgn0053517	Dop2R
FBpp0309862	FBgn0053517	Dop2R
FBpp0099563	FBgn0053517	Dop2R
FBpp0309863	FBgn0053517	Dop2R
FBpp0309861	FBgn0053517	Dop2R
FBpp0310078	FBgn0034985	CG3328
FBpp0424327	FBgn0034985	CG3328
FBpp0310079	FBgn0034985	CG3328
FBpp0072165	FBgn0034985	CG3328
FBpp0302775	FBgn0037603	Sys1
FBpp0081368	FBgn0037603	Sys1
FBpp0306431	FBgn0037603	Sys1
FBpp0087843	FBgn0033286	CG2127
FBpp0087844	FBgn0033286	CG2127
FBpp0074820	FBgn0036810	CG6885
FBpp0087257	FBgn0003863	alphaTry
FBpp0081540	FBgn0014022	Rlb1
FBpp0076258	FBgn0035964	Dhpr
FBpp0099972	FBgn0035964	Dhpr
FBpp0099973	FBgn0035964	Dhpr
FBpp0271779	FBgn0038808	Srp14
FBpp0072944	FBgn0035440	CG14969
FBpp0305302	FBgn0020443	eRF3
FBpp0305303	FBgn0020443	eRF3
FBpp0311174	FBgn0020443	eRF3
FBpp0079951	FBgn0020443	eRF3
FBpp0077066	FBgn0285970	CG32500
FBpp0311615	FBgn0040359	CG11380
FBpp0070194	FBgn0040359	CG11380
FBpp0081198	FBgn0037461	CG15177
FBpp0307952	FBgn0037461	CG15177
FBpp0085332	FBgn0033065	Cyp6w1
FBpp0311596	FBgn0033065	Cyp6w1
FBpp0081272	FBgn0042103	CG18746
FBpp0079016	FBgn0003046	Pcp
FBpp0085156	FBgn0003268	rod
FBpp0306434	FBgn0024326	Mkk4
FBpp0081378	FBgn0024326	Mkk4
FBpp0289672	FBgn0024326	Mkk4
FBpp0311855	FBgn0262881	Mtkl
FBpp0297399	FBgn0262881	Mtkl
FBpp0073389	FBgn0030309	CG1572
FBpp0073388	FBgn0030309	CG1572
FBpp0308750	FBgn0030309	CG1572
FBpp0308751	FBgn0030309	CG1572
FBpp0070964	FBgn0261284	bou
FBpp0289862	FBgn0260229	Mocs2A
FBpp0111355	FBgn0263606	Hsc20
FBpp0086065	FBgn0010620	CG10939
FBpp0081713	FBgn0051406	CG31406
FBpp0081714	FBgn0051406	CG31406
FBpp0289861	FBgn0085264	CG34235
FBpp0308295	FBgn0003093	Pkc98E
FBpp0308294	FBgn0003093	Pkc98E
FBpp0290731	FBgn0003093	Pkc98E
FBpp0084728	FBgn0003093	Pkc98E
FBpp0084697	FBgn0039609	Nepl17
FBpp0074927	FBgn0036760	CG5567
FBpp0088526	FBgn0034278	CG14488
FBpp0072332	FBgn0015801	Reg-5
FBpp0296951	FBgn0015801	Reg-5
FBpp0083139	FBgn0038658	CG14292
FBpp0083695	FBgn0039004	Nup133
FBpp0084880	FBgn0039722	Capa
FBpp0085658	FBgn0026378	Rep
FBpp0075055	FBgn0036685	CG6664
FBpp0075054	FBgn0036685	CG6664
FBpp0075053	FBgn0036685	CG6664
FBpp0086710	FBgn0033897	Rcd1
FBpp0086709	FBgn0033897	Rcd1
FBpp0302790	FBgn0033897	Rcd1
FBpp0086708	FBgn0033897	Rcd1
FBpp0308987	FBgn0033897	Rcd1
FBpp0302791	FBgn0033897	Rcd1
FBpp0302789	FBgn0033897	Rcd1
FBpp0302788	FBgn0033897	Rcd1
FBpp0293282	FBgn0058045	CG40045
FBpp0110481	FBgn0058045	CG40045
FBpp0303976	FBgn0058045	CG40045
FBpp0303975	FBgn0058045	CG40045
FBpp0304601	FBgn0032683	kon
FBpp0289570	FBgn0032683	kon
FBpp0304600	FBgn0032683	kon
FBpp0081539	FBgn0037700	CG8149
FBpp0291587	FBgn0261501	CG42649
FBpp0087006	FBgn0033710	CG17739
FBpp0402852	FBgn0284081	CG46303
FBpp0081182	FBgn0051286	CG31286
FBpp0111409	FBgn0085329	CG34300
FBpp0293793	FBgn0085329	CG34300
FBpp0082767	FBgn0038426	mRpS33
FBpp0291582	FBgn0040011	Slmap
FBpp0110594	FBgn0040011	Slmap
FBpp0084226	FBgn0039325	CG10560
FBpp0310914	FBgn0266525	CG45092
FBpp0310912	FBgn0266525	CG45092
FBpp0310913	FBgn0266525	CG45092
FBpp0307898	FBgn0037501	Ir84a
FBpp0088122	FBgn0026389	Or43a
FBpp0074596	FBgn0036956	CG13813
FBpp0087761	FBgn0003074	Pgi
FBpp0087762	FBgn0003074	Pgi
FBpp0087760	FBgn0003074	Pgi
FBpp0423174	FBgn0085430	Dora
FBpp0111565	FBgn0085430	Dora
FBpp0305363	FBgn0085430	Dora
FBpp0077697	FBgn0029095	aru
FBpp0077696	FBgn0029095	aru
FBpp0077695	FBgn0029095	aru
FBpp0076608	FBgn0035726	CG9953
FBpp0291450	FBgn0031104	jb
FBpp0288945	FBgn0259183	CG42287
FBpp0290098	FBgn0039852	nyo
FBpp0290097	FBgn0039852	nyo
FBpp0111447	FBgn0085362	Vml
FBpp0312534	FBgn0085362	Vml
FBpp0271790	FBgn0039186	CG5746
FBpp0084015	FBgn0039186	CG5746
FBpp0306669	FBgn0039186	CG5746
FBpp0306670	FBgn0039186	CG5746
FBpp0084014	FBgn0039186	CG5746
FBpp0271791	FBgn0039186	CG5746
FBpp0306668	FBgn0039186	CG5746
FBpp0298835	FBgn0262867	Ptr
FBpp0307594	FBgn0262867	Ptr
FBpp0298836	FBgn0262867	Ptr
FBpp0307593	FBgn0262867	Ptr
FBpp0085347	FBgn0262867	Ptr
FBpp0085467	FBgn0033101	CG9436
FBpp0075586	FBgn0036365	cmb
FBpp0303923	FBgn0036365	cmb
FBpp0303924	FBgn0036365	cmb
FBpp0075587	FBgn0036365	cmb
FBpp0078062	FBgn0000551	Edg78E
FBpp0310951	FBgn0000551	Edg78E
FBpp0110250	FBgn0037295	dpr16
FBpp0308419	FBgn0037295	dpr16
FBpp0423327	FBgn0286940	CG46434
FBpp0423326	FBgn0286940	CG46434
FBpp0290930	FBgn0038388	CG4287
FBpp0082694	FBgn0038388	CG4287
FBpp0304521	FBgn0028572	qtc
FBpp0308838	FBgn0028572	qtc
FBpp0304522	FBgn0028572	qtc
FBpp0304519	FBgn0028572	qtc
FBpp0308839	FBgn0028572	qtc
FBpp0099650	FBgn0028572	qtc
FBpp0099649	FBgn0028572	qtc
FBpp0291725	FBgn0028572	qtc
FBpp0078651	FBgn0028572	qtc
FBpp0078652	FBgn0028572	qtc
FBpp0099647	FBgn0028572	qtc
FBpp0304520	FBgn0028572	qtc
FBpp0291246	FBgn0085413	CG34384
FBpp0111537	FBgn0085413	CG34384
FBpp0293457	FBgn0085413	CG34384
FBpp0293458	FBgn0085413	CG34384
FBpp0310723	FBgn0085413	CG34384
FBpp0293459	FBgn0085413	CG34384
FBpp0292223	FBgn0035267	CG13921
FBpp0423138	FBgn0035267	CG13921
FBpp0292224	FBgn0035267	CG13921
FBpp0072656	FBgn0035267	CG13921
FBpp0302743	FBgn0035267	CG13921
FBpp0306197	FBgn0035267	CG13921
FBpp0083270	FBgn0038738	CG4572
FBpp0083269	FBgn0038738	CG4572
FBpp0291533	FBgn0038738	CG4572
FBpp0291479	FBgn0261380	mRpL37
FBpp0297706	FBgn0037570	CG11693
FBpp0081349	FBgn0037570	CG11693
FBpp0072716	FBgn0262624	Tmhs
FBpp0072717	FBgn0262624	Tmhs
FBpp0079582	FBgn0032222	Cox10
FBpp0309416	FBgn0029753	CG4198
FBpp0070718	FBgn0029753	CG4198
FBpp0084007	FBgn0039196	CG17781
FBpp0091127	FBgn0053882	His2B:CG33882
FBpp0075495	FBgn0029167	Hml
FBpp0305234	FBgn0029167	Hml
FBpp0292594	FBgn0283659	THG
FBpp0080286	FBgn0283659	THG
FBpp0292117	FBgn0032067	LManIV
FBpp0086973	FBgn0086904	Nacalpha
FBpp0086972	FBgn0086904	Nacalpha
FBpp0311394	FBgn0086904	Nacalpha
FBpp0086971	FBgn0086904	Nacalpha
FBpp0075686	FBgn0036277	CG10418
FBpp0311087	FBgn0267398	Yeti
FBpp0288749	FBgn0267398	Yeti
FBpp0077873	FBgn0037008	mTerf3
FBpp0076076	FBgn0026404	Dronc
FBpp0072690	FBgn0035253	Srrm234
FBpp0428460	FBgn0035253	Srrm234
FBpp0428459	FBgn0035253	Srrm234
FBpp0292226	FBgn0035253	Srrm234
FBpp0428450	FBgn0035253	Srrm234
FBpp0301191	FBgn0035253	Srrm234
